Cluster,Condition,Time,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
drought.t0,drought,t0,ko00860,Porphyrin and chlorophyll metabolism, 59/2648,  59/2648,1.4123252723778705e-9,1.330559072398099e-8,1.0054504016651325e-8,K00228/K00230/K00231/K00435/K00510/K00595/K00643/K00768/K00798/K01195/K01599/K01698/K01719/K01749/K01772/K01845/K01885/K02188/K02189/K02224/K02226/K02227/K02228/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02492/K02495/K02496/K03394/K03404/K03405/K03428/K03594/K03795/K04034/K04035/K04720/K05895/K05934/K05936/K06042/K07226/K08100/K08973/K09882/K09883/K13541/K13542/K13543/K14735/K16651/K19221,59
drought.t0,drought,t0,ko00710,Carbon fixation in photosynthetic organisms, 24/2648,  24/2648,1.6978946685213672e-9,1.5585802341811524e-8,1.1777568955735262e-8,K00024/K00029/K00134/K00150/K00615/K00855/K00927/K01006/K01086/K01595/K01601/K01602/K01610/K01621/K01623/K01624/K01783/K01803/K01807/K01808/K02446/K03841/K11532/K11645,24
drought.t0,drought,t0,ko00627,Aminobenzoate degradation, 40/2648,  40/2648,3.3354157090450607e-9,2.985197059595329e-8,2.255794308485739e-8,K00141/K01034/K01035/K01101/K01426/K01501/K01512/K01576/K01692/K01721/K01781/K01865/K03186/K03380/K03862/K03863/K04099/K04100/K04101/K04105/K04107/K04108/K04109/K04110/K08295/K09461/K10219/K10221/K14333/K14338/K14581/K15054/K15060/K15061/K15064/K15065/K15066/K16319/K16320/K18541,40
drought.t0,drought,t0,ko00970,Aminoacyl-tRNA biosynthesis, 34/2648,  34/2648,1.2626502785541809e-008,1.102509267615602e-7,8.331222633849154e-8,K00604/K01042/K01866/K01867/K01868/K01869/K01870/K01872/K01873/K01874/K01875/K01876/K01878/K01879/K01880/K01881/K01883/K01885/K01886/K01887/K01889/K01890/K01892/K01893/K02433/K02434/K02435/K03330/K04566/K04567/K09482/K09698/K09759/K14164,34
drought.t0,drought,t0,ko00540,Lipopolysaccharide biosynthesis, 32/2648,  32/2648,3.181071936683105e-8,2.7114851269822656e-7,2.0489611221242058e-7,K00677/K00748/K00912/K00979/K01627/K02517/K02527/K02535/K02536/K02841/K02843/K02844/K02847/K02848/K02849/K03269/K03270/K03271/K03272/K03273/K03274/K03760/K06041/K07031/K07264/K09778/K09949/K11211/K12973/K12979/K15669/K16363,32
drought.t0,drought,t0,ko00350,Tyrosine metabolism, 39/2648,  39/2648,4.586791179461986e-8,3.818770330807886e-7,2.8856923699430363e-7,K00001/K00055/K00121/K00129/K00135/K00146/K00151/K00274/K00276/K00450/K00451/K00455/K00457/K00483/K00505/K00545/K00812/K00813/K00817/K00832/K01555/K01593/K01668/K01800/K01801/K01826/K02509/K02510/K05921/K10219/K11358/K13574/K13953/K13954/K16163/K16164/K16165/K16171/K16901,39
drought.t0,drought,t0,ko00984,Steroid degradation, 13/2648,  13/2648,5.926031245570715e-8,4.821634513441627e-7,3.6435168184489807e-7,K01822/K03333/K05296/K05898/K15981/K15982/K15983/K16046/K16047/K16048/K16049/K16050/K16051,13
drought.t0,drought,t0,ko00190,Oxidative phosphorylation, 77/2648,  77/2648,1.1857178574947959e-7,9.433044288514154e-7,7.128175190085675e-7,K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00330/K00331/K00332/K00333/K00334/K00335/K00336/K00337/K00338/K00339/K00340/K00341/K00342/K00343/K00404/K00405/K00406/K00407/K00410/K00411/K00412/K00413/K00425/K00426/K00937/K01507/K01535/K02108/K02109/K02110/K02111/K02112/K02113/K02114/K02115/K02117/K02118/K02119/K02120/K02121/K02122/K02123/K02124/K02258/K02259/K02274/K02275/K02276/K02277/K02297/K02298/K02299/K02300/K03885/K03886/K03889/K03890/K03891/K05577/K05580/K05587/K05588/K06019/K08738/K13378/K13380/K15408/K15862/K15986,77
drought.t0,drought,t0,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis, 30/2648,  30/2648,1.3194794545338857e-7,1.0192735932944934e-6,7.702243854063066e-7,K00355/K00457/K00568/K01075/K01661/K01904/K01911/K02548/K02549/K02551/K02552/K03179/K03182/K03183/K03185/K03186/K03809/K05928/K06134/K08680/K11782/K11783/K11784/K11785/K18240/K18285/K18286/K18800/K19222/K19267,30
drought.t0,drought,t0,ko00660,C5-Branched dibasic acid metabolism, 19/2648,  19/2648,1.338152482816793e-7,1.0192735932944934e-6,7.702243854063066e-7,K00052/K01575/K01652/K01653/K01703/K01704/K01902/K01903/K04835/K08691/K09011/K10218/K14449/K14472/K17724/K18289/K18290/K18292/K19268,19
drought.t0,drought,t0,ko00541,O-Antigen nucleotide sugar biosynthesis, 42/2648,  42/2648,1.6469960937291448e-7,1.2283845865729872e-6,9.28241219492084e-7,K00012/K00067/K00523/K00963/K00971/K00973/K00978/K00983/K01654/K01709/K01710/K01711/K01784/K01790/K01791/K01809/K01840/K01854/K02377/K02472/K02473/K02474/K02805/K04042/K08679/K12452/K12454/K13010/K13015/K13016/K13017/K13018/K13019/K13020/K15856/K15894/K15897/K16011/K16704/K17716/K19068/K19180,42
drought.t0,drought,t0,ko00061,Fatty acid biosynthesis, 22/2648,  22/2648,6.125186821270745e-7,4.475136493908013e-6,3.3816820903685963e-6,K00059/K00208/K00209/K00645/K00647/K00648/K01071/K01716/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K09458/K10780/K11263/K16363/K18473/K18660,22
drought.t0,drought,t0,ko00290,"Valine, leucine and isoleucine biosynthesis", 14/2648,  14/2648,7.063685919916915e-7,5.057599118660511e-6,3.821825855618205e-6,K00052/K00053/K00263/K00826/K00835/K01649/K01652/K01653/K01687/K01703/K01704/K01754/K09011/K14260,14
drought.t0,drought,t0,ko00300,Lysine biosynthesis, 25/2648,  25/2648,8.140483696007617e-7,5.567851622552913e-6,4.207403313719785e-6,K00003/K00133/K00215/K00290/K00674/K00821/K00928/K01439/K01586/K01705/K01714/K01778/K01928/K01929/K05825/K05827/K05828/K05829/K05830/K05831/K10206/K10977/K12524/K12526/K14267,25
drought.t0,drought,t0,ko00790,Folate biosynthesis, 36/2648,  36/2648,8.242908826684481e-7,5.567851622552913e-6,4.207403313719785e-6,K00287/K00500/K00796/K00950/K01077/K01113/K01495/K01497/K01633/K01664/K01665/K01724/K01737/K02619/K03342/K03635/K03637/K03638/K03639/K03750/K03752/K03793/K03831/K06879/K06897/K06920/K07141/K07142/K08310/K09007/K09457/K10026/K11754/K13950/K14652/K18482,36
drought.t0,drought,t0,ko01210,2-Oxocarboxylic acid metabolism, 36/2648,  36/2648,8.242908826684481e-7,5.567851622552913e-6,4.207403313719785e-6,K00030/K00031/K00052/K00053/K00133/K00145/K00619/K00620/K00812/K00813/K00818/K00821/K00826/K00928/K00930/K01438/K01647/K01649/K01652/K01653/K01681/K01687/K01703/K01704/K01705/K05825/K05827/K05828/K05829/K05830/K05831/K09011/K10977/K11358/K14260/K14682,36
drought.t0,drought,t0,ko00770,Pantothenate and CoA biosynthesis, 23/2648,  23/2648,2.062555444502884e-6,1.3673978687630232e-5,1.0332880102090473e-5,K00053/K00077/K00128/K00606/K00826/K00859/K00867/K00954/K00997/K01464/K01579/K01652/K01653/K01687/K01918/K03525/K04765/K06133/K06982/K09680/K09722/K13038/K17723,23
drought.t0,drought,t0,ko02025,Biofilm formation - Pseudomonas aeruginosa, 37/2648,  37/2648,3.975379667884977e-6,2.587610765641494e-5,1.9553542098496444e-5,K01657/K01658/K01768/K02398/K02405/K02657/K02658/K02659/K02660/K03563/K03651/K06596/K06598/K07678/K07689/K10914/K10941/K11444/K11890/K11891/K11893/K11895/K11900/K11901/K11902/K11903/K11907/K11912/K11913/K12990/K13487/K13488/K13489/K13490/K13491/K16011/K18101,37
drought.t0,drought,t0,ko01212,Fatty acid metabolism, 35/2648,  35/2648,5.013957293226847e-6,3.205351269598592e-5,2.422156060825752e-5,K00059/K00208/K00209/K00248/K00249/K00255/K00507/K00626/K00632/K00645/K00647/K00648/K01692/K01716/K01782/K01825/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K06445/K07516/K08764/K09458/K09478/K10780/K11263/K12405/K16363/K18473/K18660,35
drought.t0,drought,t0,ko00900,Terpenoid backbone biosynthesis, 27/2648,  27/2648,7.428269583093375e-6,4.660355523036315e-5,3.5216447204361456e-5,K00021/K00054/K00099/K00587/K00626/K00795/K00805/K00806/K00869/K00919/K00938/K00991/K01597/K01641/K01662/K01770/K01823/K02523/K03526/K03527/K06013/K06981/K12503/K12506/K13787/K13789/K15891,27
drought.t0,drought,t0,ko00760,Nicotinate and nicotinamide metabolism, 39/2648,  39/2648,7.550296657433136e-6,4.660355523036315e-5,3.5216447204361456e-5,K00135/K00278/K00322/K00324/K00325/K00763/K00767/K00858/K00952/K00969/K01081/K01239/K01799/K01916/K01950/K02566/K03426/K03462/K03517/K03742/K03743/K03783/K03784/K03787/K04765/K06989/K08281/K12410/K13995/K14974/K15358/K18028/K18029/K18030/K19187/K19188/K19189/K19191/K19647,39
drought.t0,drought,t0,ko03030,DNA replication, 27/2648,  27/2648,1.0937002156032484e-5,6.636350460779033e-5,5.014825252632201e-5,K01972/K02314/K02316/K02319/K02322/K02323/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02683/K03111/K03469/K03470/K03471/K04799/K04800/K04801/K04802/K10726/K10742/K10747/K18882,27
drought.t0,drought,t0,ko00450,Selenocompound metabolism, 18/2648,  18/2648,1.2329659708899608e-5,7.356696959643433e-5,5.559162359977544e-5,K00384/K00548/K00549/K00955/K00956/K00957/K00958/K01008/K01042/K01739/K01758/K01760/K01761/K01874/K11717/K12527/K12528/K14155,18
drought.t0,drought,t0,ko00730,Thiamine metabolism, 19/2648,  19/2648,1.3329782360323463e-5,7.82305259835377e-5,5.911568708547249e-5,K00788/K00878/K00939/K00941/K00946/K00949/K01077/K01078/K01662/K03146/K03147/K03149/K03150/K03151/K03153/K03707/K04487/K06928/K06949,19
drought.t0,drought,t0,ko00643,Styrene degradation, 15/2648,  15/2648,1.4098017816732957e-5,8.140468352242579e-5,6.151427128863108e-5,K00146/K00446/K00451/K01026/K01039/K01040/K01426/K01501/K01502/K01555/K01721/K01800/K07104/K10216/K16171,15
drought.t0,drought,t0,ko00040,Pentose and glucuronate interconversions, 34/2648,  34/2648,1.9433626945494433e-5,1.1043235629344457e-4,8.344932539669291e-5,K00008/K00012/K00040/K00041/K00065/K00594/K00848/K00853/K00854/K00963/K01051/K01184/K01195/K01628/K01629/K01685/K01686/K01728/K01730/K01783/K01804/K01805/K01812/K01815/K01818/K01820/K08092/K08322/K08323/K14259/K14274/K16190/K16849/K16850,34
drought.t0,drought,t0,ko00622,Xylene degradation, 18/2648,  18/2648,2.129067494769218e-5,1.1909471298865313e-4,8.999512272297518e-5,K00055/K00141/K00446/K01617/K01666/K01821/K02554/K04073/K05549/K05550/K07104/K10216/K10217/K10619/K10621/K10622/K16303/K16304,18
drought.t0,drought,t0,ko00550,Peptidoglycan biosynthesis, 24/2648,  24/2648,2.937169593897472e-5,1.6177026378696844e-4,1.2224333370553045e-4,K00075/K00790/K00806/K01000/K01921/K01924/K01925/K01928/K01929/K02563/K03587/K03814/K05364/K05365/K05366/K05367/K05515/K06153/K07009/K07258/K07259/K07260/K08384/K19302,24
drought.t0,drought,t0,ko00281,Geraniol degradation, 11/2648,  11/2648,3.374527809072564e-5,1.8060529837612797e-4,1.3647621782612437e-4,K00632/K01640/K01692/K01782/K01825/K11731/K12957/K13774/K13775/K13777/K13778,11
drought.t0,drought,t0,ko00380,Tryptophan metabolism, 32/2648,  32/2648,3.380043293631445e-5,1.8060529837612797e-4,1.3647621782612437e-4,K00128/K00252/K00274/K00382/K00452/K00453/K00463/K00466/K00486/K00543/K00626/K00658/K00837/K01426/K01432/K01501/K01556/K01593/K01667/K01692/K01721/K01782/K01825/K03392/K03781/K03782/K04103/K07130/K10217/K14338/K15067/K16901,32
drought.t0,drought,t0,ko00410,beta-Alanine metabolism, 21/2648,  21/2648,3.480434545149731e-5,1.8323464222994173e-4,1.3846310806555435e-4,K00128/K00129/K00137/K00140/K00248/K00276/K00316/K00822/K00823/K01464/K01578/K01579/K01580/K01692/K01782/K01825/K01918/K07250/K09722/K15372/K17723,21
drought.t0,drought,t0,ko03060,Protein export, 19/2648,  19/2648,5.728642249739824e-5,2.972252065807039e-4,2.2460122931855606e-4,K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03100/K03101/K03106/K03110/K03116/K03117/K03118/K03210/K03217/K07342/K12257/K13280,19
drought.t0,drought,t0,ko00430,Taurine and hypotaurine metabolism, 14/2648,  14/2648,7.917871543367768e-5,4.0494257321795155e-4,3.0599894536022807e-4,K00259/K00456/K00625/K00681/K00925/K01580/K03119/K03852/K07255/K13788/K15024/K15371/K15372/K19244,14
drought.t0,drought,t0,ko03410,Base excision repair, 20/2648,  20/2648,8.433022549194817e-5,4.252143764241894e-4,3.21317538197638e-4,K01142/K01151/K01246/K01247/K01972/K02335/K03575/K03648/K03649/K03652/K03660/K04799/K04802/K05522/K07462/K10563/K10747/K10773/K10800/K13529,20
drought.t0,drought,t0,ko05111,Biofilm formation - Vibrio cholerae, 38/2648,  38/2648,1.1267475922291422e-4,5.602439416917123e-4,4.233539929866807e-4,K00640/K01791/K01912/K02405/K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K02463/K02472/K02779/K03087/K03092/K03557/K03563/K03606/K03666/K05946/K07181/K07678/K07689/K08604/K10914/K10924/K10926/K10927/K10941/K10942/K10943/K12276/K16554,38
drought.t0,drought,t0,ko00780,Biotin metabolism, 13/2648,  13/2648,1.2611428885824153e-4,6.184782933048009e-4,4.673593689483501e-4,K00059/K00208/K00647/K00652/K00833/K01012/K01935/K02169/K02170/K02372/K03524/K08351/K09458,13
drought.t0,drought,t0,ko04122,Sulfur relay system, 15/2648,  15/2648,1.4724432917280584e-4,7.081148646172911e-4,5.35094149387368e-4,K00566/K01011/K03151/K03154/K03635/K03636/K03637/K03638/K03639/K03831/K04085/K04487/K07235/K11179/K11996,15
drought.t0,drought,t0,ko00983,Drug metabolism - other enzymes, 16/2648,  16/2648,1.4921424801699285e-4,7.081148646172911e-4,5.35094149387368e-4,K00088/K00569/K00757/K00758/K00760/K00799/K00857/K00876/K00940/K01195/K01464/K01489/K01520/K01951/K03782/K13421,16
drought.t0,drought,t0,ko02026,Biofilm formation - Escherichia coli, 25/2648,  25/2648,1.5032606064501152e-4,7.081148646172911e-4,5.35094149387368e-4,K00688/K00694/K00703/K00975/K01991/K02398/K02402/K02403/K02405/K03087/K03563/K03566/K03567/K04761/K06204/K07638/K07659/K07678/K07689/K10914/K11931/K11935/K11936/K11937/K18968,25
drought.t0,drought,t0,ko00750,Vitamin B6 metabolism, 13/2648,  13/2648,2.2465519187375883e-4,0.0010445007622182554,7.892875503972117e-4,K00097/K00275/K00831/K00868/K01733/K03474/K05275/K06215/K08681/K18071/K18611/K18612/K18614,13
drought.t0,drought,t0,ko00564,Glycerophospholipid metabolism, 39/2648,  39/2648,2.84506460078848e-4,0.001305811701387533,9.867498008132786e-4,K00057/K00096/K00111/K00112/K00113/K00550/K00570/K00631/K00655/K00901/K00981/K00995/K01004/K01048/K01058/K01095/K01114/K01115/K01126/K01613/K03735/K03736/K04019/K05929/K05939/K06131/K06132/K07029/K07094/K08591/K08744/K13507/K13622/K13623/K17103/K17105/K17830/K18697/K19664,39
drought.t0,drought,t0,ko00470,D-Amino acid metabolism, 22/2648,  22/2648,2.96989252617827e-4,0.001345850030850406,0.0010170051688578488,K00273/K00285/K00824/K01425/K01586/K01753/K01775/K01776/K01777/K01778/K01779/K01844/K01921/K01925/K05396/K10794/K12526/K12658/K17898/K17899/K18011/K19746,22
drought.t0,drought,t0,ko00930,Caprolactam degradation, 12/2648,  12/2648,3.612907324309674e-4,0.001616776027628579,0.0012217331346678767,K00496/K01053/K01453/K01471/K01692/K01782/K01825/K03379/K06446/K14519/K17754/K18199,12
drought.t0,drought,t0,ko00571,Lipoarabinomannan (LAM) biosynthesis, 9/2648,  9/2648,3.934345501037756e-4,0.0017388835671253292,0.0013140049301711546,K08256/K13668/K13669/K13671/K13687/K14335/K14337/K14340/K16648,9
drought.t0,drought,t0,ko03430,Mismatch repair, 19/2648,  19/2648,4.1584969725505066e-4,0.0018155389221622944,0.0013719303234216694,K01972/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K03111/K03555/K03572/K03601/K03602/K03657/K04802/K06223/K07456/K07462/K10747,19
drought.t0,drought,t0,ko00071,Fatty acid degradation, 23/2648,  23/2648,4.8171427991739444e-4,0.002077755568800328,0.0015700769808341204,K00001/K00121/K00128/K00248/K00249/K00252/K00255/K00496/K00529/K00626/K00632/K01692/K01782/K01825/K01897/K05297/K05939/K06445/K07516/K09478/K13953/K13954/K14338,23
drought.t0,drought,t0,ko00052,Galactose metabolism, 28/2648,  28/2648,8.360014095803725e-4,0.0035629583884496828,0.0026923854920069645,K00035/K00844/K00845/K00849/K00850/K00883/K00917/K00963/K00965/K01187/K01190/K01193/K01631/K01635/K01684/K01784/K01785/K01835/K01854/K02082/K04618/K06617/K07406/K07407/K12308/K15778/K16370/K17716,28
drought.t0,drought,t0,ko00521,Streptomycin biosynthesis, 11/2648,  11/2648,0.001001221669487377,0.004216910090311541,0.0031865507004118386,K00010/K00067/K00844/K00845/K00973/K01092/K01710/K01790/K01835/K01858/K15778,11
drought.t0,drought,t0,ko01503,Cationic antimicrobial peptide (CAMP) resistance, 21/2648,  21/2648,0.0011267427541837823,0.004690394255788303,0.0035443437922305027,K00677/K01406/K01448/K03585/K03673/K03760/K03767/K04771/K06079/K07264/K07637/K07640/K07660/K07662/K07806/K10011/K10012/K12340/K12973/K14205/K18138,21
drought.t0,drought,t0,ko00670,One carbon pool by folate, 17/2648,  17/2648,0.0014330176037137205,0.005896785081948413,0.004455965204530263,K00287/K00297/K00548/K00560/K00600/K00602/K00603/K00604/K00605/K01433/K01491/K01746/K01934/K01938/K03465/K11175/K13990,17
drought.t0,drought,t0,ko00261,Monobactam biosynthesis, 12/2648,  12/2648,0.005118341121917264,0.020822342291436143,0.015734613257568628,K00133/K00215/K00928/K00955/K00956/K00957/K00958/K01714/K05375/K12524/K12526/K16422,12
drought.t0,drought,t0,ko00511,Other glycan degradation, 10/2648,  10/2648,0.006318858542578175,0.025417430991494232,0.019206938444028283,K01186/K01190/K01191/K01192/K01201/K01206/K01227/K01444/K12373/K15923,10
drought.t0,drought,t0,ko00311,Penicillin and cephalosporin biosynthesis, 8/2648,  8/2648,0.0071833090960194855,0.028573607293055286,0.021591934943590737,K00273/K01060/K01434/K04126/K04127/K12743/K17836/K19200,8
drought.t0,drought,t0,ko00053,Ascorbate and aldarate metabolism, 21/2648,  21/2648,0.007674826717383732,0.030193274338718417,0.02281585270523562,K00012/K00064/K00103/K00128/K00469/K01053/K01195/K01630/K01683/K01706/K01707/K01708/K02821/K08092/K08679/K14259/K16190/K17744/K18981/K18982/K18983,21
drought.t0,drought,t0,ko03440,Homologous recombination, 23/2648,  23/2648,0.01177535177272731,0.0458214775503954,0.03462546230653226,K01159/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02686/K03111/K03550/K03551/K03553/K03581/K03582/K03583/K03584/K03629/K03655/K04066/K06187/K07462,23
drought.t0,drought,t0,ko00740,Riboflavin metabolism, 17/2648,  17/2648,0.012075880772475981,0.04648564856501507,0.035127349841837324,K00299/K00793/K00794/K00953/K01078/K01093/K01497/K02858/K04719/K07732/K08096/K09474/K11752/K11753/K14652/K14654/K19286,17
drought.t0,drought,t0,ko00480,Glutathione metabolism, 19/2648,  19/2648,0.013086943761629359,0.049841764538971385,0.03766343277423007,K00031/K00033/K00036/K00383/K00432/K00681/K00797/K00799/K01255/K01256/K01270/K01469/K01581/K01919/K01920/K04097/K06048/K07160/K07232,19
drought.t48,drought,t48,ko01240,Biosynthesis of cofactors, 218/2587,  218/2587,2.6087159495188333e-62,9.417464577762989e-60,7.057263147645687e-60,K00012/K00059/K00077/K00082/K00097/K00103/K00128/K00208/K00226/K00228/K00230/K00231/K00254/K00275/K00278/K00287/K00355/K00382/K00452/K00453/K00457/K00463/K00486/K00568/K00595/K00600/K00606/K00609/K00643/K00647/K00652/K00762/K00763/K00767/K00768/K00788/K00789/K00793/K00794/K00796/K00798/K00826/K00831/K00833/K00858/K00859/K00867/K00868/K00873/K00878/K00939/K00940/K00941/K00946/K00949/K00950/K00954/K00963/K00966/K00969/K01012/K01053/K01077/K01113/K01195/K01432/K01465/K01491/K01495/K01497/K01556/K01579/K01591/K01599/K01633/K01661/K01664/K01665/K01698/K01719/K01737/K01749/K01756/K01772/K01809/K01845/K01885/K01911/K01916/K01918/K01919/K01920/K01922/K01935/K01937/K01938/K01939/K01950/K01955/K01956/K02169/K02170/K02188/K02189/K02191/K02224/K02226/K02227/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02372/K02492/K02495/K02496/K02548/K02549/K02551/K02552/K02619/K02823/K02858/K03146/K03147/K03149/K03150/K03151/K03153/K03179/K03182/K03183/K03185/K03186/K03342/K03394/K03399/K03474/K03517/K03525/K03635/K03637/K03638/K03639/K03644/K03707/K03750/K03793/K03795/K03800/K03801/K03809/K03831/K04487/K04719/K05928/K05934/K05936/K05979/K06034/K06042/K06134/K06215/K06897/K06914/K06989/K07072/K07130/K07144/K08097/K08281/K08310/K08679/K08680/K08681/K08973/K09007/K09458/K09698/K09733/K09882/K09883/K09903/K11212/K11752/K11753/K11754/K11781/K11782/K11783/K11784/K11785/K12234/K13038/K13039/K13542/K13941/K13950/K14652/K14654/K14941/K15734/K16593/K17744/K17828/K18240/K18285/K18286/K18482/K18800/K19221/K19222/K19267,218
drought.t48,drought,t48,ko01230,Biosynthesis of amino acids, 163/2587,  163/2587,9.631446641183581e-62,1.7384761187336364e-59,1.3027798877811476e-59,K00003/K00013/K00014/K00030/K00031/K00052/K00053/K00058/K00133/K00134/K00145/K00147/K00150/K00215/K00220/K00265/K00266/K00286/K00290/K00500/K00548/K00549/K00600/K00611/K00615/K00616/K00619/K00620/K00640/K00641/K00651/K00674/K00765/K00766/K00789/K00800/K00812/K00813/K00817/K00818/K00821/K00826/K00831/K00832/K00836/K00850/K00872/K00873/K00891/K00927/K00928/K00930/K00931/K00948/K01079/K01089/K01243/K01438/K01439/K01476/K01496/K01523/K01586/K01609/K01620/K01622/K01623/K01624/K01626/K01647/K01649/K01652/K01653/K01657/K01658/K01681/K01687/K01689/K01693/K01695/K01696/K01697/K01703/K01704/K01705/K01713/K01714/K01733/K01735/K01736/K01738/K01739/K01750/K01752/K01754/K01755/K01758/K01760/K01778/K01783/K01803/K01807/K01808/K01814/K01817/K01834/K01914/K01915/K01940/K01953/K01958/K01959/K01960/K02203/K02204/K02500/K02501/K02502/K03785/K03786/K03856/K04092/K04093/K04486/K04516/K04517/K04518/K05602/K05827/K05828/K05829/K05830/K05831/K06001/K06208/K08093/K08094/K09011/K09065/K09758/K10206/K11358/K11645/K11755/K12339/K12524/K12526/K13503/K13810/K13831/K13832/K13853/K14155/K14170/K14187/K14260/K14267/K14682/K15633/K15634/K15635/K16370/K17217,163
