Mass,MolecularFormula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
167.0349522,C8H8O4,cpd:C07087,"2-Hydroxy-6-oxoocta-2,4,7-trienoate",C8H8O4,Styrene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.13.11.2;3.7.1.9,R05362 R05404
167.0349522,C8H8O4,cpd:C10331,"2,6-Dimethoxybenzoquinone;2,6-Dimetoxy-p-benzoquinone",C8H8O4,NA,NA,NA,NA,NA
167.0349522,C8H8O4,cpd:C11527,4-Hydroxymandelate;4-Hydroxymandelic acid,C8H8O4,NA,NA,NA,1.13.11.46,R05778
167.0349522,C8H8O4,cpd:C14109,4-Hydroxymethylsalicylate;2-Hydroxy-4-hydroxymethylbenzoic acid,C8H8O4,Naphthalene degradation;Microbial metabolism in diverse environments,NA,NA,1.2.1.-;1.14.13.1,R06935 R06936
167.0349522,C8H8O4,cpd:C16215,"1,2-Dihydrophthalic acid;Cyclohexa-3,5-diene-1,2-dicarboxylate",C8H8O4,Polycyclic aromatic hydrocarbon degradation;Microbial metabolism in diverse environments,NA,NA,1.3.1.19,R07690 R07703
167.0349522,C8H8O4,cpd:C21895,2-Acetylphloroglucinol;Monoacetylphloroglucinol,C8H8O4,NA,NA,NA,2.3.1.272;3.7.1.24,R12087 R12392
169.014231,C7H6O5,cpd:C01424,"Gallate;Gallic acid;3,4,5-Trihydroxybenzoic acid;3,4,5-Trihydroxybenzoate;Pyrogallol-5-carboxylic acid",C7H6O5,Aminobenzoate degradation;Biosynthesis of phenylpropanoids;Microbial metabolism in diverse environments,NA,Phytochemical compounds [BR:br08003]; Others;  Tannins and galloyl derivatives;   Galloyl derivatives;    C01424  Gallate,1.13.11.3;1.13.11.8;1.13.11.57;2.1.1.341;2.4.1.136;3.1.1.20;4.1.1.59,R00053 R01637 R03247 R03297 R03549 R03550 R03551 R09271;R09565
169.014231,C7H6O5,cpd:C02236,4-Sulfobenzoate;4-Sulfobenzoic acid,C7H6O5S,Toluene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.2.1.62;1.14.12.8,R01636 R05272
171.012107,C7H8O3S,cpd:C06677,Toluene-4-sulfonate;Tosylate,C7H8O3S,Toluene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.14.12.14;1.14.13.-,R05281 R05294 R07663
171.102661,C9H16O3,cpd:C16322,9-Oxononanoic acid,C9H16O3,alpha-Linolenic acid metabolism;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0106 Oxo fatty acids;    C16322  9-Oxononanoic acid,NA,R07868
173.0455061,C7H10O5,cpd:C00493,"Shikimate;Shikimic acid;3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid",C7H10O5,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of cofactors","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",NA,1.1.1.25;1.1.1.282;1.1.5.8;2.3.1.133;2.7.1.71;3.1.1.-,R02412 R02413 R02415 R02416 R06847 R07433 R10701
173.0455061,C7H10O5,cpd:C04236,(2S)-2-Isopropyl-3-oxosuccinate;3-Carboxy-4-methyl-2-oxopentanoate;2-Oxo-4-methyl-3-carboxypentanoate,C7H10O5,"Valine, leucine and isoleucine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism",NA,NA,1.1.1.85,R01652 R04426
173.0455061,C7H10O5,cpd:C16588,2-Oxopimelate;alpha-Ketopimelate;2-Oxoheptanedionic acid,C7H10O5,Methane metabolism;Metabolic pathways;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   2-Oxocarboxylic acids;    C16588  2-Oxopimelate,1.1.1.-;2.3.3.-,R08214 R08332
173.0455061,C7H10O5,cpd:C17696,Valienone,C7H10O5,Acarbose and validamycin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",NA,2.7.1.214;4.2.1.-,R11233 R11234
173.0455061,C7H10O5,cpd:C18307,2-Methyl-3-oxoadipate,C7H10O5,Toluene degradation;Microbial metabolism in diverse environments,NA,NA,1.3.1.32,R09224
173.0455061,C7H10O5,cpd:C18312,4-Methyl-3-oxoadipate,C7H10O5,Toluene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,3.1.1.-,R09226
173.0455061,C7H10O5,cpd:C21281,"Demethyl-4-deoxygadusol;2,3,5-Trihydroxy-5-(hydroxymethyl)cyclohex-2-en-1-one",C7H10O5,NA,NA,NA,4.2.3.154,R11326
173.0818846,C8H14O4,cpd:C08278,"Suberic acid;Cork acid;1,8-Octanedioic acid;Octanedioic acid;1,6-Hexanedicarboxylic acid",C8H14O4,NA,NA,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Dicarboxylic acids;    C08278  Suberate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0117 Dicarboxylic acids;    C08278  Octanedioic acid,NA,NA
173.0818846,C8H14O4,cpd:C14570,Dimethyl adipate;Dimethyl hexanedioate,C8H14O4,NA,NA,NA,NA,NA
173.0818846,C8H14O4,cpd:C16658,2-Propylglutaric acid;2-PGA,C8H14O4,Drug metabolism - cytochrome P450,NA,NA,NA,R08334
173.0818846,C8H14O4,cpd:C19402,Dimethoxane,C8H14O4,NA,NA,NA,NA,NA
175.0611634,C7H12O5,cpd:C02123,3-Propylmalate,C7H12O5,Glyoxylate and dicarboxylate metabolism,NA,NA,2.3.3.12,R03040
175.0611634,C7H12O5,cpd:C02504,alpha-Isopropylmalate;(2S)-2-Isopropylmalate;(2S)-2-Hydroxy-2-isopropylsuccinic acid;2-Isopropylmalic acid;3-Carboxy-3-hydroxy-4-methylpentanoate;3-Carboxy-3-hydroxyisocaproate,C7H12O5,"Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",NA,2.3.3.13;4.2.1.33,R01213 R03968 R10170
175.0611634,C7H12O5,cpd:C03328,(R)-2-(n-Propyl)-malate,C7H12O5,NA,NA,NA,NA,NA
175.0611634,C7H12O5,cpd:C04411,"(2R,3S)-3-Isopropylmalate;3-Isopropylmalate;3-Carboxy-2-hydroxy-4-methylpentanoate;2-D-threo-Hydroxy-3-carboxy-isocaproate",C7H12O5,"Valine, leucine and isoleucine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",NA,1.1.1.85;4.2.1.33,R04001 R04426 R10052 R10170
175.0611634,C7H12O5,cpd:C05994,"2-Propylmalate;2-Propylmalic acid;Malic acid, 2-propyl-",C7H12O5,Pyruvate metabolism,NA,NA,4.1.3.-,R05063
175.0611634,C7H12O5,cpd:C17210,2-(2'-Methylthio)ethylmalic acid;2-(2'-Methylthio)ethylmalate,C7H12O5S,Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism,NA,NA,2.3.3.17;4.2.1.170,R08619 R08620
175.0611634,C7H12O5,cpd:C17212,3-(2'-Methylthio)ethylmalic acid;3-(2'-Methylthio)ethylmalate,C7H12O5S,Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism,NA,NA,1.1.1.-;4.2.1.170,R08620 R08621
175.0611634,C7H12O5,cpd:C21371,Validone,C7H12O5,NA,NA,NA,2.7.1.214,R11406
175.0975555,C8H16O4,cpd:C11917,L-Cladinose,C8H16O4,NA,NA,NA,NA,NA
175.0975555,C8H16O4,cpd:C18744,Metaldehyde,C8H16O4,NA,NA,Pesticides [BR:br08007]; Pesticides;  Others;   Molluscacide;    C18744  Metaldehyde,NA,NA
177.0556894,C10H10O3,cpd:C01624,"Vermelone;3,4-Dihydro-3,8-dihydroxy-1(2H)-naphthalenone",C10H10O3,NA,NA,NA,1.1.1.252,R03322
177.0556894,C10H10O3,cpd:C02666,Coniferyl aldehyde;Coniferaldehyde;4-Hydroxy-3-methoxycinnamaldehyde;Ferulaldehyde,C10H10O3,Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Monolignols;   Coniferyl alcohol derivatives;    C02666  Coniferyl aldehyde,1.1.1.194;1.1.1.195;1.2.1.44;1.2.1.68;1.14.13.-;2.1.1.68,R02193 R02593 R05700 R05701 R06572 R06574
177.0556894,C10H10O3,cpd:C10667,3-Acetyl-6-methoxybenzaldehyde,C10H10O3,NA,NA,NA,NA,NA
177.0556894,C10H10O3,cpd:C14784,"1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene",C10H10O3,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R07016
177.0556894,C10H10O3,cpd:C20327,2-Oxo-4-phenylbutyric acid;2-Oxo-4-phenylbutanoic acid;2-Oxo-4-phenylbutanoate,C10H10O3,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;2-Oxocarboxylic acid metabolism",NA,NA,1.1.1.-;2.6.1.-,R10502 R10503
177.0556894,C10H10O3,cpd:C20646,(3S)-2-Oxo-3-phenylbutanoate;(3S)-beta-Methylphenylpyruvate,C10H10O3,NA,NA,NA,2.1.1.281;2.6.1.57;2.6.1.107,R10431 R10845
179.0349595,C9H8O4,cpd:C01179,3-(4-Hydroxyphenyl)pyruvate;4-Hydroxyphenylpyruvate;p-Hydroxyphenylpyruvic acid,C9H8O4,"Ubiquinone and other terpenoid-quinone biosynthesis;Monobactam biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of various secondary metabolites - part 2;Biosynthesis of vancomycin group antibiotics;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors","Tyrosine biosynthesis, chorismate => HPP => tyrosine;Tyrosine degradation, tyrosine => homogentisate",NA,1.1.1.110;1.1.1.237;1.2.3.13;1.3.1.12;1.3.1.13;1.4.1.20;1.4.3.2;1.13.11.27;1.13.11.46;2.5.1.111;2.6.1.1;2.6.1.5;2.6.1.9;2.6.1.57;2.6.1.58;2.6.1.103;4.1.1.80;5.3.2.1,R00042 R00729 R00734 R01728 R01730 R02521 R03337 R03339;R03341 R03342 R05778 R06626 R06632 R06757 R09254 R09830
179.0349595,C9H8O4,cpd:C01197,"Caffeate;Caffeic acid;3,4-Dihydroxy-trans-cinnamate;trans-Caffeate;(2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoate",C9H8O4,Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites;Degradation of aromatic compounds,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Monolignols;   Caffeate derivatives;    C01197  Caffeate,1.13.11.22;1.14.13.-;1.14.18.1;2.1.1.68;2.8.3.23;3.1.1.42;3.1.1.-;4.1.1.102;6.2.1.12,R01943 R02950 R02997 R03365 R03366 R03367 R07826 R10701;R11206
179.0349595,C9H8O4,cpd:C01405,Aspirin;Acetylsalicylic acid;2-Acetoxybenzenecarboxylic acid;Acetylsalicylate,C9H8O4,Bile secretion,NA,"Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A01 STOMATOLOGICAL PREPARATIONS;   A01A STOMATOLOGICAL PREPARATIONS;    A01AD Other agents for local oral treatment;     A01AD05 Acetylsalicylic acid;      D00109  Aspirin (JP18/USP) &lt;JP&gt;; B BLOOD AND BLOOD FORMING ORGANS;  B01 ANTITHROMBOTIC AGENTS;   B01A ANTITHROMBOTIC AGENTS;    B01AC Platelet aggregation inhibitors excl. heparin;     B01AC06 Acetylsalicylic acid;      D00109  Aspirin (JP18/USP) &lt;JP&gt;; N NERVOUS SYSTEM;  N02 ANALGESICS;   N02B OTHER ANALGESICS AND ANTIPYRETICS;    N02BA Salicylic acid and derivatives;     N02BA01 Acetylsalicylic acid;      D00109  Aspirin (JP18/USP) &lt;JP&gt;;USP drug classification [BR:br08302]; Blood Products and Modifiers;  Platelet Modifying Agents;   Platelet Modifying Agents, Other;    Aspirin;     D00109  Aspirin (JP18/USP);Therapeutic category of drugs in Japan [BR:br08301]; 1  Agents affecting nervous system and sensory organs;  11  Agents affecting central nervous system;   114  Antipyretics and analgesics, anti-inflammatory agents;    1143  Salicylates;     D00109  Aspirin (JP18/USP); Aspalon (JAN); 3  Agents affecting metabolism;  33  Blood and body fluid agents;   339  Miscellaneous;    3399  Others;     D00109  Aspirin (JP18/USP); Aspalon (JAN);Classification of Japanese OTC drugs [BR:br08313]; Agents for nervous and sensory systems;  01 Cold remedy (oral use);   D00109  Aspirin (JP18/USP);  03 Antipyretic analgesic agents;   D00109  Aspirin (JP18/USP);Risk category of Japanese OTC drugs [BR:br08312]; Designated second-class OTC drugs;  Inorganic and organic chemicals;   Aspirin;    D00109  Aspirin (JP18/USP); Second-class OTC drugs;  Inorganic and organic chemicals;   Aspirin;    D00109  Aspirin (JP18/USP);Target-based classification of drugs [BR:br08310]; Enzymes;  Oxidoreductases (EC1);   Prostaglandin synthase;    PTGS1 (COX1);     D00109  Aspirin (JP18/USP) &lt;JP&gt;;    PTGS2 (COX2);     D00109  Aspirin (JP18/USP) &lt;JP&gt;;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00109  Aspirin;  D00109  Aspirin tablets;Rx-to-OTC switch list in the USA [br08315.html]; D00109",3.1.1.55,R02942
179.0349595,C9H8O4,cpd:C01481,"Caffeate;Caffeic acid;3,4-Dihydroxycinnamic acid",C9H8O4,NA,NA,NA,NA,NA
179.0349595,C9H8O4,cpd:C05350,2-Hydroxy-3-(4-hydroxyphenyl)propenoate;4-Hydroxy-enol-phenylpyruvate,C9H8O4,Tyrosine metabolism;Metabolic pathways,NA,NA,5.3.2.1,R03342
179.0349595,C9H8O4,cpd:C12623,"trans-2,3-Dihydroxycinnamate;(2E)-3-(2,3-Dihydroxyphenyl)prop-2-enoate",C9H8O4,Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",NA,1.3.1.87;1.13.11.16;1.14.13.127,R06785 R06787 R06788
179.038358,C6H12O4S,cpd:C03089,5-Methylthio-D-ribose;S-Methyl-5-thio-D-ribose;5-(Methylsulfanyl)-D-ribose,C6H12O4S,Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;Metabolic pathways,Methionine salvage pathway,NA,2.7.1.100;3.2.2.9;3.2.2.16,R01401 R04143
181.0142217,C8H6O5,cpd:C01853,"Stipitatate;Stipitatic acid;3,6-Dihydroxy-5-oxo-1,3,6-cycloheptatriene-1-carboxylic acid",C8H6O5,NA,NA,NA,4.1.1.60,R03739
181.0142217,C8H6O5,cpd:C06680,4-Hydroxyphthalate,C8H6O5,Polycyclic aromatic hydrocarbon degradation;Microbial metabolism in diverse environments,NA,NA,4.1.1.55,R05375
181.0142217,C8H6O5,cpd:C12325,"3,5-Dihydroxyphenylglyoxylate;2-(3,5-Dihydroxyphenyl)-2-oxoacetate",C8H6O5,Biosynthesis of vancomycin group antibiotics;Biosynthesis of secondary metabolites,NA,NA,1.13.11.80;2.6.1.103,R06624 R06634
181.0142217,C8H6O5,cpd:C14097,"2-Hydroxyisophthalic acid;2-Hydroxy-1,3-benzenedicarboxylic acid",C8H6O5,Naphthalene degradation;Microbial metabolism in diverse environments,NA,NA,1.2.3.-;4.1.1.-,R06924 R06925
181.0142217,C8H6O5,cpd:C21168,"4-Hydroxyisophthalate;4-Hydroxy-1,3-benzenedicarboxylate",C8H6O5,Toluene degradation;Microbial metabolism in diverse environments,NA,NA,1.14.13.-,R11196 R11197 R11198
181.0506095,C9H10O4,cpd:C03672,3-(4-Hydroxyphenyl)lactate;4-Hydroxyphenyllactate;p-Hydroxyphenyllactate;2-Hydroxy-3-(4-hydroxyphenyl)propanoate,C9H10O4,NA,NA,NA,NA,NA
181.0506095,C9H10O4,cpd:C03964,(R)-3-(4-Hydroxyphenyl)lactate,C9H10O4,Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,NA,NA,1.1.1.110;1.1.1.237;2.8.3.17;4.2.1.-,R03337 R03339 R08766 R12492
181.0506095,C9H10O4,cpd:C04044,"3-(2,3-Dihydroxyphenyl)propanoate;2,3-Dihydroxyphenylpropanoate",C9H10O4,Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.87;1.13.11.16;1.14.13.4;1.14.13.127,R03369 R04376 R06784 R06786
181.0506095,C9H10O4,cpd:C05582,Homovanillate;Homovanillic acid;3-Methoxy-4-hydroxyphenylacetate,C9H10O4,Tyrosine metabolism;Metabolic pathways;Dopaminergic synapse,NA,NA,1.2.1.5;2.1.1.6,R03304 R04888 R04889
181.0506095,C9H10O4,cpd:C05583,3-Methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,Tyrosine metabolism;Metabolic pathways,NA,NA,1.2.1.5;1.4.3.4,R04891 R04892 R04893 R04894
181.0506095,C9H10O4,cpd:C10447,"3,4-Dihydroxyphenylpropanoate;Dihydrocaffeic acid;3,4-Dihydroxyphenylpropionic acid;3-(3,4-Dihydroxyphenyl)propanoate",C9H10O4,Tyrosine metabolism,NA,NA,2.8.3.23;4.3.1.22,R08846 R08847 R11206
181.0506095,C9H10O4,cpd:C10680,"2',6'-Dihydroxy-4'-methoxyacetophenone;4-O-Methylphloracetophenone",C9H10O4,NA,NA,NA,NA,NA
181.0506095,C9H10O4,cpd:C12622,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol;(2E)-3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate",C9H10O4,Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",NA,1.3.1.87;1.14.12.19,R06783 R06785
181.0506095,C9H10O4,cpd:C20953,"3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate",C9H10O4,Biosynthesis of various secondary metabolites - part 2;Metabolic pathways;Biosynthesis of secondary metabolites,"Bacilysin biosynthesis, prephenate => bacilysin",NA,4.1.1.100;5.3.3.19,R10934 R11065
181.0506095,C9H10O4,cpd:C21085,"3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate",C9H10O4,Biosynthesis of various secondary metabolites - part 2;Metabolic pathways;Biosynthesis of secondary metabolites,"Bacilysin biosynthesis, prephenate => bacilysin",NA,5.3.3.19,R11065 R11066
182.99346,C7H4O6,cpd:C03671,"2-Pyrone-4,6-dicarboxylate",C7H4O6,Benzoate degradation;Aminobenzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,1.1.1.312;1.13.11.3;1.13.11.8;1.13.11.-;3.1.1.57,R03549 R04277 R04278 R04279 R04280 R09274
182.99346,C7H4O6,cpd:C08476,"Chelidonic acid;4-Oxo-4H-pyran-2,6-dicarboxylic acid",C7H4O6,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Monocyclic gamma-pyrones;    C08476  Chelidonic acid,NA,NA
183.0298728,C8H8O5,cpd:C05580,"3,4-Dihydroxymandelate;3,4-Dihydroxymandelic acid;Dihydroxymandelic acid",C8H8O5,Tyrosine metabolism;Metabolic pathways,NA,NA,1.2.1.5;2.1.1.6,R04882 R04883 R04887
183.0298728,C8H8O5,cpd:C05616,3-O-Methylgallate;3-O-Methylgallic acid,C8H8O5,Aminobenzoate degradation;Microbial metabolism in diverse environments,NA,NA,1.13.11.8;1.13.11.-;2.1.1.341;2.1.1.-,R03551 R04280 R09270 R09271 R09272
183.0662671,C9H12O4,cpd:C04535,"7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate",C9H12O4,NA,NA,NA,NA,NA
183.0662671,C9H12O4,cpd:C05594,3-Methoxy-4-hydroxyphenylethyleneglycol,C9H12O4,Tyrosine metabolism;Metabolic pathways,NA,NA,2.1.1.6,R04881
183.0662671,C9H12O4,cpd:C06582,"2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate",C9H12O4,Xylene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,"Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate",NA,3.7.1.-;4.1.1.-,R05364 R05377
183.0662671,C9H12O4,cpd:C10765,"Antiarol;3,4,5-Trimethoxyphenol",C9H12O4,NA,NA,NA,NA,NA
183.0662671,C9H12O4,cpd:C11456,"cis-3-(1-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C9H12O4,NA,NA,NA,NA,NA
183.0662671,C9H12O4,cpd:C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate",C9H12O4,Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.87;1.14.12.19,R06782 R06784
185.009162,C7H6O6,cpd:C01163,"3-Carboxy-cis,cis-muconate;beta-Carboxy-cis,cis-muconate;cis,cis-Butadiene-1,2,4-tricarboxylate",C7H6O6,Benzoate degradation;Polycyclic aromatic hydrocarbon degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.13.11.3;5.5.1.2;5.5.1.5,R01631 R03307 R03308
185.009162,C7H6O6,cpd:C01278,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate;5-Carboxy-2,5-dihydro-2-oxofuran-5-acetate;4-Carboxymuconolactone;gamma-Carboxymuconolactone",C7H6O6,Benzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,4.1.1.44;5.5.1.2,R03307 R03470
185.009162,C7H6O6,cpd:C02167,Maleylpyruvate;Maleylpyruvic acid;3-Maleylpyruvate,C7H6O6,Tyrosine metabolism;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,1.13.11.4;3.1.1.91;3.7.1.23;5.2.1.2;5.2.1.4,R02656 R03868 R10135 R11257
185.009162,C7H6O6,cpd:C02514,3-Fumarylpyruvate,C7H6O6,Tyrosine metabolism;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,3.7.1.5;3.7.1.20;5.2.1.2;5.2.1.4,R01085 R03868
185.009162,C7H6O6,cpd:C03666,"2-Carboxy-cis,cis-muconate",C7H6O6,NA,NA,NA,1.13.11.28,R01506
185.009162,C7H6O6,cpd:C04480,3-Carboxy-2-hydroxymuconate semialdehyde,C7H6O6,Benzoate degradation;Microbial metabolism in diverse environments,NA,NA,1.13.11.14;4.1.1.-,R01507 R02763
185.009162,C7H6O6,cpd:C04484,"4-Carboxy-2-hydroxymuconate semialdehyde;4-Carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde",C7H6O6,Benzoate degradation;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,1.13.11.8;3.7.1.-,R01632 R04453 R04488 R04489
185.009162,C7H6O6,cpd:C04553,"3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate;4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate",C7H6O6,Benzoate degradation,NA,NA,5.5.1.5,R03308
185.009162,C7H6O6,cpd:C05375,"2-Hydroxy-2-hydropyrone-4,6-dicarboxylate",C7H6O6,Benzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,1.1.1.312,R04278 R04279 R04489
185.0819076,C9H14O4,cpd:C14112,cis-2-Carboxycyclohexyl-acetic acid,C9H14O4,Naphthalene degradation;Microbial metabolism in diverse environments,NA,NA,NA,R06900
185.1183343,C10H18O3,cpd:C02217,10-Oxodecanoate,C10H18O3,NA,NA,NA,1.1.1.66,R03886
185.1183343,C10H18O3,cpd:C11404,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3,Limonene and pinene degradation;Degradation of aromatic compounds,NA,NA,3.1.1.83,R06390 R06394
185.1183343,C10H18O3,cpd:C11406,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Limonene and pinene degradation,NA,NA,3.1.1.83,R06391
185.1183343,C10H18O3,cpd:C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate;6-Hydroxy-3-isopropenylheptanoate,C10H18O3,Limonene and pinene degradation,NA,NA,3.1.1.83,R06392 R06395
185.1183343,C10H18O3,cpd:C11420,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Limonene and pinene degradation,NA,NA,3.1.1.83,R06393
185.1183343,C10H18O3,cpd:C13945,2-Oxodecanoic acid;2-Oxodecanoate,C10H18O3,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0106 Oxo fatty acids;    C13945  2-Oxodecanoic acid,NA,NA
185.1183343,C10H18O3,cpd:C17620,"Epomediol;2,6-Dihydroxycineol",C10H18O3,NA,NA,"Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A05 BILE AND LIVER THERAPY;   A05B LIVER THERAPY, LIPOTROPICS;    A05BA Liver therapy;     A05BA05 Epomediol;      C17620  Epomediol",NA,NA
